1,10
2,2
3,3
4,3
5,8
6,5
7,2
8,7
9,5
10,5
11,2
12,2
13,1
14,3
16,3
17,5
18,3
19,2
20,2
21,1
22,2
23,4
24,1
25,1
28,2
29,2
30,1
32,1
39,1
50,1
